scenario_id,mine_id,start_date,duration_days,disruption_type,severity_production_loss_pct,affected_equipment,availability_change,haulage_delay_change_h,blast_delay_change_h,drill_delay_change_h,truck_change,rainfall_7d_mm,weather_state,production_impact_t,provenance
SIM_2023-01-20_COMBINED_DISRUPTION,SYN_MINE_01,2023-01-20,7,COMBINED_DISRUPTION,37.37,site-wide,-0.0898,3.362,0.021,2.236,-2.31,148.0,HEAVY_RAIN (IMD p95 7-day),-3923.4,SIMULATED
SIM_2023-02-03_NORMAL,SYN_MINE_01,2023-02-03,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-02-03_HEAVY_RAIN,SYN_MINE_01,2023-02-03,7,HEAVY_RAIN,30.05,site / dumpers,-0.1563,1.835,-0.022,1.983,-0.59,148.0,HEAVY_RAIN (IMD p95 7-day),-3108.9,SIMULATED
SIM_2023-02-03_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-02-03,7,EQUIPMENT_DEGRADATION,16.19,"excavators, dumpers",-0.1139,0.628,0.043,-0.07,-1.96,0.0,OBSERVED WEEK (IMD/ERA5),-1674.4,SIMULATED
SIM_2023-02-03_BLAST_DELAY,SYN_MINE_01,2023-02-03,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-02-03_DRILL_DELAY,SYN_MINE_01,2023-02-03,7,DRILL_DELAY,0.17,drills,0.0287,0.325,0.17,0.28,-0.51,0.0,OBSERVED WEEK (IMD/ERA5),-17.7,SIMULATED
SIM_2023-02-03_HAULAGE_DISRUPTION,SYN_MINE_01,2023-02-03,7,HAULAGE_DISRUPTION,43.96,dumpers / haul road,-0.0029,6.027,-0.071,-0.064,-3.97,0.0,OBSERVED WEEK (IMD/ERA5),-4547.7,SIMULATED
SIM_2023-02-03_COMBINED_DISRUPTION,SYN_MINE_01,2023-02-03,7,COMBINED_DISRUPTION,32.88,site-wide,-0.1232,2.798,-0.023,1.827,-2.54,148.0,HEAVY_RAIN (IMD p95 7-day),-3401.7,SIMULATED
SIM_2023-02-17_NORMAL,SYN_MINE_01,2023-02-17,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-02-17_HEAVY_RAIN,SYN_MINE_01,2023-02-17,7,HEAVY_RAIN,16.94,site / dumpers,0.0204,2.87,-0.161,1.507,-0.2,148.0,HEAVY_RAIN (IMD p95 7-day),-1809.2,SIMULATED
SIM_2023-02-17_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-02-17,7,EQUIPMENT_DEGRADATION,8.71,"excavators, dumpers",-0.0398,0.542,-0.093,-0.136,-0.83,0.0,OBSERVED WEEK (IMD/ERA5),-930.4,SIMULATED
SIM_2023-02-17_BLAST_DELAY,SYN_MINE_01,2023-02-17,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-02-17_DRILL_DELAY,SYN_MINE_01,2023-02-17,7,DRILL_DELAY,-6.28,drills,0.0494,0.067,-0.089,2.056,0.21,0.0,OBSERVED WEEK (IMD/ERA5),671.0,SIMULATED
SIM_2023-02-17_HAULAGE_DISRUPTION,SYN_MINE_01,2023-02-17,7,HAULAGE_DISRUPTION,43.87,dumpers / haul road,-0.1149,4.625,-0.114,-0.868,-3.46,0.0,OBSERVED WEEK (IMD/ERA5),-4685.1,SIMULATED
SIM_2023-02-17_COMBINED_DISRUPTION,SYN_MINE_01,2023-02-17,7,COMBINED_DISRUPTION,37.48,site-wide,-0.0149,5.106,-0.189,1.73,-2.33,148.0,HEAVY_RAIN (IMD p95 7-day),-4002.7,SIMULATED
SIM_2023-03-03_NORMAL,SYN_MINE_01,2023-03-03,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-03-03_HEAVY_RAIN,SYN_MINE_01,2023-03-03,7,HEAVY_RAIN,17.37,site / dumpers,0.0083,2.684,0.006,1.198,-0.45,148.0,HEAVY_RAIN (IMD p95 7-day),-1840.9,SIMULATED
SIM_2023-03-03_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-03-03,7,EQUIPMENT_DEGRADATION,3.46,"excavators, dumpers",-0.0234,0.172,-0.039,-0.238,-0.88,0.0,OBSERVED WEEK (IMD/ERA5),-366.3,SIMULATED
SIM_2023-03-03_BLAST_DELAY,SYN_MINE_01,2023-03-03,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-03-03_DRILL_DELAY,SYN_MINE_01,2023-03-03,7,DRILL_DELAY,-1.41,drills,0.0121,-0.095,0.031,0.667,0.04,0.0,OBSERVED WEEK (IMD/ERA5),149.2,SIMULATED
SIM_2023-03-03_HAULAGE_DISRUPTION,SYN_MINE_01,2023-03-03,7,HAULAGE_DISRUPTION,43.29,dumpers / haul road,0.0207,6.608,-0.065,-0.61,-3.72,0.0,OBSERVED WEEK (IMD/ERA5),-4586.7,SIMULATED
SIM_2023-03-03_COMBINED_DISRUPTION,SYN_MINE_01,2023-03-03,7,COMBINED_DISRUPTION,54.7,site-wide,-0.2169,1.797,2.921,1.228,-1.94,148.0,HEAVY_RAIN (IMD p95 7-day),-5795.7,SIMULATED
SIM_2023-03-17_NORMAL,SYN_MINE_01,2023-03-17,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,12.9,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-03-17_HEAVY_RAIN,SYN_MINE_01,2023-03-17,7,HEAVY_RAIN,35.77,site / dumpers,-0.326,0.741,-0.119,1.393,-0.01,148.0,HEAVY_RAIN (IMD p95 7-day),-3970.5,SIMULATED
SIM_2023-03-17_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-03-17,7,EQUIPMENT_DEGRADATION,28.25,"excavators, dumpers",-0.2693,0.212,-0.064,-0.925,-0.9,12.9,OBSERVED WEEK (IMD/ERA5),-3135.1,SIMULATED
SIM_2023-03-17_BLAST_DELAY,SYN_MINE_01,2023-03-17,7,BLAST_DELAY,40.39,blasting / excavators,0.0,0.0,6.555,0.0,0.0,12.9,OBSERVED WEEK (IMD/ERA5),-4483.2,SIMULATED
SIM_2023-03-17_DRILL_DELAY,SYN_MINE_01,2023-03-17,7,DRILL_DELAY,8.7,drills,-0.1227,-0.253,-0.05,0.915,0.32,12.9,OBSERVED WEEK (IMD/ERA5),-965.5,SIMULATED
SIM_2023-03-17_HAULAGE_DISRUPTION,SYN_MINE_01,2023-03-17,7,HAULAGE_DISRUPTION,44.45,dumpers / haul road,-0.0696,6.49,-0.191,-0.293,-3.71,12.9,OBSERVED WEEK (IMD/ERA5),-4933.3,SIMULATED
SIM_2023-03-17_COMBINED_DISRUPTION,SYN_MINE_01,2023-03-17,7,COMBINED_DISRUPTION,46.6,site-wide,-0.1121,3.735,1.907,0.998,-2.38,148.0,HEAVY_RAIN (IMD p95 7-day),-5172.4,SIMULATED
SIM_2023-03-31_NORMAL,SYN_MINE_01,2023-03-31,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,2.8,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-03-31_HEAVY_RAIN,SYN_MINE_01,2023-03-31,7,HEAVY_RAIN,-1.75,site / dumpers,0.0255,1.285,-0.889,1.886,-0.18,148.0,HEAVY_RAIN (IMD p95 7-day),82.8,SIMULATED
SIM_2023-03-31_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-03-31,7,EQUIPMENT_DEGRADATION,7.14,"excavators, dumpers",-0.2155,0.063,-3.225,0.566,-1.37,2.8,OBSERVED WEEK (IMD/ERA5),-337.0,SIMULATED
SIM_2023-03-31_BLAST_DELAY,SYN_MINE_01,2023-03-31,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,2.8,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-03-31_DRILL_DELAY,SYN_MINE_01,2023-03-31,7,DRILL_DELAY,-40.79,drills,0.0366,0.0,-2.118,2.259,0.27,2.8,OBSERVED WEEK (IMD/ERA5),1924.4,SIMULATED
SIM_2023-03-31_HAULAGE_DISRUPTION,SYN_MINE_01,2023-03-31,7,HAULAGE_DISRUPTION,19.49,dumpers / haul road,-0.072,3.917,-4.285,0.942,-3.17,2.8,OBSERVED WEEK (IMD/ERA5),-919.4,SIMULATED
SIM_2023-03-31_COMBINED_DISRUPTION,SYN_MINE_01,2023-03-31,7,COMBINED_DISRUPTION,9.81,site-wide,-0.0484,3.506,-3.931,2.761,-2.33,148.0,HEAVY_RAIN (IMD p95 7-day),-462.7,SIMULATED
SIM_2023-04-14_NORMAL,SYN_MINE_01,2023-04-14,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-04-14_HEAVY_RAIN,SYN_MINE_01,2023-04-14,7,HEAVY_RAIN,-7.79,site / dumpers,0.0374,0.626,-0.13,1.91,-0.9,148.0,HEAVY_RAIN (IMD p95 7-day),694.3,SIMULATED
SIM_2023-04-14_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-04-14,7,EQUIPMENT_DEGRADATION,20.92,"excavators, dumpers",-0.2259,-0.479,-0.076,0.112,-1.86,0.0,OBSERVED WEEK (IMD/ERA5),-1865.3,SIMULATED
SIM_2023-04-14_BLAST_DELAY,SYN_MINE_01,2023-04-14,7,BLAST_DELAY,8.92,blasting / excavators,0.0,0.0,1.164,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-795.4,SIMULATED
SIM_2023-04-14_DRILL_DELAY,SYN_MINE_01,2023-04-14,7,DRILL_DELAY,-2.2,drills,-0.0353,-0.479,-0.06,1.102,-0.57,0.0,OBSERVED WEEK (IMD/ERA5),196.5,SIMULATED
SIM_2023-04-14_HAULAGE_DISRUPTION,SYN_MINE_01,2023-04-14,7,HAULAGE_DISRUPTION,17.9,dumpers / haul road,0.0683,4.268,-0.093,0.02,-3.76,0.0,OBSERVED WEEK (IMD/ERA5),-1595.4,SIMULATED
SIM_2023-04-14_COMBINED_DISRUPTION,SYN_MINE_01,2023-04-14,7,COMBINED_DISRUPTION,46.16,site-wide,0.0467,2.571,4.3,1.777,-3.09,148.0,HEAVY_RAIN (IMD p95 7-day),-4115.3,SIMULATED
SIM_2023-04-28_NORMAL,SYN_MINE_01,2023-04-28,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,38.7,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-04-28_HEAVY_RAIN,SYN_MINE_01,2023-04-28,7,HEAVY_RAIN,2.53,site / dumpers,0.0,0.327,-0.006,1.495,0.0,148.0,HEAVY_RAIN (IMD p95 7-day),-222.6,SIMULATED
SIM_2023-04-28_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-04-28,7,EQUIPMENT_DEGRADATION,5.86,"excavators, dumpers",0.0315,1.45,0.055,0.732,-2.26,38.7,OBSERVED WEEK (IMD/ERA5),-516.1,SIMULATED
SIM_2023-04-28_BLAST_DELAY,SYN_MINE_01,2023-04-28,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,38.7,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-04-28_DRILL_DELAY,SYN_MINE_01,2023-04-28,7,DRILL_DELAY,3.05,drills,0.103,1.9,-0.033,2.035,-0.55,38.7,OBSERVED WEEK (IMD/ERA5),-268.1,SIMULATED
SIM_2023-04-28_HAULAGE_DISRUPTION,SYN_MINE_01,2023-04-28,7,HAULAGE_DISRUPTION,35.44,dumpers / haul road,0.1038,6.333,-0.052,0.885,-3.67,38.7,OBSERVED WEEK (IMD/ERA5),-3118.2,SIMULATED
SIM_2023-04-28_COMBINED_DISRUPTION,SYN_MINE_01,2023-04-28,7,COMBINED_DISRUPTION,11.76,site-wide,0.0372,2.25,0.046,2.219,-2.21,148.0,HEAVY_RAIN (IMD p95 7-day),-1034.8,SIMULATED
SIM_2023-05-12_NORMAL,SYN_MINE_01,2023-05-12,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-05-12_HEAVY_RAIN,SYN_MINE_01,2023-05-12,7,HEAVY_RAIN,16.14,site / dumpers,-0.0783,1.142,-0.02,1.292,-0.92,148.0,HEAVY_RAIN (IMD p95 7-day),-1661.4,SIMULATED
SIM_2023-05-12_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-05-12,7,EQUIPMENT_DEGRADATION,4.56,"excavators, dumpers",-0.0176,0.129,-0.043,-0.458,-2.25,0.0,OBSERVED WEEK (IMD/ERA5),-469.2,SIMULATED
SIM_2023-05-12_BLAST_DELAY,SYN_MINE_01,2023-05-12,7,BLAST_DELAY,37.18,blasting / excavators,0.0,0.0,5.562,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-3826.0,SIMULATED
SIM_2023-05-12_DRILL_DELAY,SYN_MINE_01,2023-05-12,7,DRILL_DELAY,-6.31,drills,0.0831,0.0,0.063,2.221,-0.18,0.0,OBSERVED WEEK (IMD/ERA5),649.8,SIMULATED
SIM_2023-05-12_HAULAGE_DISRUPTION,SYN_MINE_01,2023-05-12,7,HAULAGE_DISRUPTION,25.96,dumpers / haul road,0.0331,4.599,-0.093,-0.354,-3.65,0.0,OBSERVED WEEK (IMD/ERA5),-2671.2,SIMULATED
SIM_2023-05-12_COMBINED_DISRUPTION,SYN_MINE_01,2023-05-12,7,COMBINED_DISRUPTION,40.41,site-wide,-0.2018,1.279,1.316,1.301,-2.56,148.0,HEAVY_RAIN (IMD p95 7-day),-4159.1,SIMULATED
SIM_2023-05-26_NORMAL,SYN_MINE_01,2023-05-26,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-05-26_HEAVY_RAIN,SYN_MINE_01,2023-05-26,7,HEAVY_RAIN,20.8,site / dumpers,0.0027,2.788,-0.03,1.678,-0.29,148.0,HEAVY_RAIN (IMD p95 7-day),-1986.2,SIMULATED
SIM_2023-05-26_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-05-26,7,EQUIPMENT_DEGRADATION,41.7,"excavators, dumpers",-0.3307,0.074,-0.153,-0.498,-1.58,0.0,OBSERVED WEEK (IMD/ERA5),-3982.5,SIMULATED
SIM_2023-05-26_BLAST_DELAY,SYN_MINE_01,2023-05-26,7,BLAST_DELAY,7.41,blasting / excavators,0.0,0.0,1.04,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-707.1,SIMULATED
SIM_2023-05-26_DRILL_DELAY,SYN_MINE_01,2023-05-26,7,DRILL_DELAY,2.27,drills,-0.0015,0.087,-0.03,0.988,0.1,0.0,OBSERVED WEEK (IMD/ERA5),-217.1,SIMULATED
SIM_2023-05-26_HAULAGE_DISRUPTION,SYN_MINE_01,2023-05-26,7,HAULAGE_DISRUPTION,45.27,dumpers / haul road,0.0271,6.433,-0.109,-0.259,-3.51,0.0,OBSERVED WEEK (IMD/ERA5),-4322.9,SIMULATED
SIM_2023-05-26_COMBINED_DISRUPTION,SYN_MINE_01,2023-05-26,7,COMBINED_DISRUPTION,37.61,site-wide,-0.1284,2.804,-0.133,1.835,-2.22,148.0,HEAVY_RAIN (IMD p95 7-day),-3591.7,SIMULATED
SIM_2023-06-09_NORMAL,SYN_MINE_01,2023-06-09,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,4.4,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-06-09_HEAVY_RAIN,SYN_MINE_01,2023-06-09,7,HEAVY_RAIN,-6.41,site / dumpers,0.1724,2.051,0.049,1.975,-0.45,148.0,HEAVY_RAIN (IMD p95 7-day),613.0,SIMULATED
SIM_2023-06-09_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-06-09,7,EQUIPMENT_DEGRADATION,-2.11,"excavators, dumpers",0.0499,0.44,-0.038,0.3,-1.58,4.4,OBSERVED WEEK (IMD/ERA5),201.5,SIMULATED
SIM_2023-06-09_BLAST_DELAY,SYN_MINE_01,2023-06-09,7,BLAST_DELAY,49.81,blasting / excavators,0.0,0.0,6.898,0.0,0.0,4.4,OBSERVED WEEK (IMD/ERA5),-4763.2,SIMULATED
SIM_2023-06-09_DRILL_DELAY,SYN_MINE_01,2023-06-09,7,DRILL_DELAY,-10.32,drills,0.1035,0.066,0.005,1.255,-0.63,4.4,OBSERVED WEEK (IMD/ERA5),986.8,SIMULATED
SIM_2023-06-09_HAULAGE_DISRUPTION,SYN_MINE_01,2023-06-09,7,HAULAGE_DISRUPTION,31.94,dumpers / haul road,0.0296,4.581,0.023,-0.454,-4.04,4.4,OBSERVED WEEK (IMD/ERA5),-3054.9,SIMULATED
SIM_2023-06-09_COMBINED_DISRUPTION,SYN_MINE_01,2023-06-09,7,COMBINED_DISRUPTION,25.36,site-wide,-0.0894,1.808,-0.035,1.865,-1.91,148.0,HEAVY_RAIN (IMD p95 7-day),-2425.4,SIMULATED
SIM_2023-06-23_NORMAL,SYN_MINE_01,2023-06-23,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,161.6,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-06-23_HEAVY_RAIN,SYN_MINE_01,2023-06-23,7,HEAVY_RAIN,5.77,site / dumpers,0.0,0.394,-0.005,0.874,0.09,230.6,HEAVY_RAIN (IMD p95 7-day),-440.1,SIMULATED
SIM_2023-06-23_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-06-23,7,EQUIPMENT_DEGRADATION,-0.82,"excavators, dumpers",0.0181,0.753,0.027,-0.436,-2.33,161.6,OBSERVED WEEK (IMD/ERA5),62.5,SIMULATED
SIM_2023-06-23_BLAST_DELAY,SYN_MINE_01,2023-06-23,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,161.6,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-06-23_DRILL_DELAY,SYN_MINE_01,2023-06-23,7,DRILL_DELAY,-18.82,drills,0.0657,-0.417,-0.031,1.803,-0.18,161.6,OBSERVED WEEK (IMD/ERA5),1435.1,SIMULATED
SIM_2023-06-23_HAULAGE_DISRUPTION,SYN_MINE_01,2023-06-23,7,HAULAGE_DISRUPTION,36.03,dumpers / haul road,0.0855,5.616,-0.008,-0.09,-3.71,161.6,OBSERVED WEEK (IMD/ERA5),-2747.9,SIMULATED
SIM_2023-06-23_COMBINED_DISRUPTION,SYN_MINE_01,2023-06-23,7,COMBINED_DISRUPTION,7.69,site-wide,0.0181,1.297,0.409,0.399,-2.33,230.6,HEAVY_RAIN (IMD p95 7-day),-586.2,SIMULATED
SIM_2023-07-07_NORMAL,SYN_MINE_01,2023-07-07,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,148.8,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-07-07_HEAVY_RAIN,SYN_MINE_01,2023-07-07,7,HEAVY_RAIN,2.01,site / dumpers,0.0349,0.664,0.017,0.967,0.01,216.9,HEAVY_RAIN (IMD p95 7-day),-156.7,SIMULATED
SIM_2023-07-07_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-07-07,7,EQUIPMENT_DEGRADATION,30.89,"excavators, dumpers",-0.0837,1.196,-0.194,0.415,-1.8,148.8,OBSERVED WEEK (IMD/ERA5),-2410.9,SIMULATED
SIM_2023-07-07_BLAST_DELAY,SYN_MINE_01,2023-07-07,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,148.8,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-07-07_DRILL_DELAY,SYN_MINE_01,2023-07-07,7,DRILL_DELAY,-8.41,drills,0.0618,-0.21,-0.169,1.1,0.4,148.8,OBSERVED WEEK (IMD/ERA5),656.2,SIMULATED
SIM_2023-07-07_HAULAGE_DISRUPTION,SYN_MINE_01,2023-07-07,7,HAULAGE_DISRUPTION,39.38,dumpers / haul road,-0.048,3.563,-0.157,0.096,-3.64,148.8,OBSERVED WEEK (IMD/ERA5),-3073.2,SIMULATED
SIM_2023-07-07_COMBINED_DISRUPTION,SYN_MINE_01,2023-07-07,7,COMBINED_DISRUPTION,31.92,site-wide,-0.0837,1.313,-0.197,1.189,-1.8,216.9,HEAVY_RAIN (IMD p95 7-day),-2491.2,SIMULATED
SIM_2023-07-21_NORMAL,SYN_MINE_01,2023-07-21,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,74.1,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-07-21_HEAVY_RAIN,SYN_MINE_01,2023-07-21,7,HEAVY_RAIN,3.4,site / dumpers,0.0,0.361,-0.003,1.015,0.0,166.5,HEAVY_RAIN (IMD p95 7-day),-248.7,SIMULATED
SIM_2023-07-21_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-07-21,7,EQUIPMENT_DEGRADATION,-1.47,"excavators, dumpers",0.0102,0.523,0.032,0.318,-1.85,74.1,OBSERVED WEEK (IMD/ERA5),107.3,SIMULATED
SIM_2023-07-21_BLAST_DELAY,SYN_MINE_01,2023-07-21,7,BLAST_DELAY,2.47,blasting / excavators,0.0,0.0,0.266,0.0,0.0,74.1,OBSERVED WEEK (IMD/ERA5),-180.8,SIMULATED
SIM_2023-07-21_DRILL_DELAY,SYN_MINE_01,2023-07-21,7,DRILL_DELAY,-31.69,drills,0.1929,-0.129,0.036,1.073,0.26,74.1,OBSERVED WEEK (IMD/ERA5),2315.5,SIMULATED
SIM_2023-07-21_HAULAGE_DISRUPTION,SYN_MINE_01,2023-07-21,7,HAULAGE_DISRUPTION,27.49,dumpers / haul road,0.1316,5.4,-0.001,0.318,-3.71,74.1,OBSERVED WEEK (IMD/ERA5),-2009.0,SIMULATED
SIM_2023-07-21_COMBINED_DISRUPTION,SYN_MINE_01,2023-07-21,7,COMBINED_DISRUPTION,14.47,site-wide,0.0102,0.832,1.35,1.223,-1.85,166.5,HEAVY_RAIN (IMD p95 7-day),-1057.5,SIMULATED
SIM_2023-08-04_NORMAL,SYN_MINE_01,2023-08-04,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,115.7,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-08-04_HEAVY_RAIN,SYN_MINE_01,2023-08-04,7,HEAVY_RAIN,3.84,site / dumpers,0.0,0.581,-0.006,0.943,0.0,203.8,HEAVY_RAIN (IMD p95 7-day),-397.1,SIMULATED
SIM_2023-08-04_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-08-04,7,EQUIPMENT_DEGRADATION,20.62,"excavators, dumpers",-0.091,1.422,-0.044,-0.258,-2.33,115.7,OBSERVED WEEK (IMD/ERA5),-2130.8,SIMULATED
SIM_2023-08-04_BLAST_DELAY,SYN_MINE_01,2023-08-04,7,BLAST_DELAY,2.37,blasting / excavators,0.0,0.0,0.345,0.0,0.0,115.7,OBSERVED WEEK (IMD/ERA5),-245.0,SIMULATED
SIM_2023-08-04_DRILL_DELAY,SYN_MINE_01,2023-08-04,7,DRILL_DELAY,9.26,drills,-0.0935,0.183,-0.006,1.038,0.02,115.7,OBSERVED WEEK (IMD/ERA5),-956.9,SIMULATED
SIM_2023-08-04_HAULAGE_DISRUPTION,SYN_MINE_01,2023-08-04,7,HAULAGE_DISRUPTION,44.84,dumpers / haul road,0.0,6.796,-0.16,0.192,-3.39,115.7,OBSERVED WEEK (IMD/ERA5),-4632.7,SIMULATED
SIM_2023-08-04_COMBINED_DISRUPTION,SYN_MINE_01,2023-08-04,7,COMBINED_DISRUPTION,53.54,site-wide,-0.091,1.958,4.369,0.772,-2.33,203.8,HEAVY_RAIN (IMD p95 7-day),-5532.5,SIMULATED
SIM_2023-08-18_NORMAL,SYN_MINE_01,2023-08-18,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,163.5,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-08-18_HEAVY_RAIN,SYN_MINE_01,2023-08-18,7,HEAVY_RAIN,1.5,site / dumpers,0.0,0.156,-0.0,0.713,0.0,208.1,HEAVY_RAIN (IMD p95 7-day),-108.2,SIMULATED
SIM_2023-08-18_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-08-18,7,EQUIPMENT_DEGRADATION,38.19,"excavators, dumpers",-0.2647,-0.207,-0.098,0.264,-1.89,163.5,OBSERVED WEEK (IMD/ERA5),-2757.0,SIMULATED
SIM_2023-08-18_BLAST_DELAY,SYN_MINE_01,2023-08-18,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,163.5,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-08-18_DRILL_DELAY,SYN_MINE_01,2023-08-18,7,DRILL_DELAY,-21.3,drills,0.1363,0.542,0.121,0.787,-0.02,163.5,OBSERVED WEEK (IMD/ERA5),1538.0,SIMULATED
SIM_2023-08-18_HAULAGE_DISRUPTION,SYN_MINE_01,2023-08-18,7,HAULAGE_DISRUPTION,40.11,dumpers / haul road,-0.0336,3.632,-0.041,-0.067,-3.59,163.5,OBSERVED WEEK (IMD/ERA5),-2895.7,SIMULATED
SIM_2023-08-18_COMBINED_DISRUPTION,SYN_MINE_01,2023-08-18,7,COMBINED_DISRUPTION,38.19,site-wide,-0.2647,-0.207,-0.098,1.004,-1.89,208.1,HEAVY_RAIN (IMD p95 7-day),-2757.0,SIMULATED
SIM_2023-09-01_NORMAL,SYN_MINE_01,2023-09-01,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,96.5,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-09-01_HEAVY_RAIN,SYN_MINE_01,2023-09-01,7,HEAVY_RAIN,13.57,site / dumpers,-0.0642,0.832,-0.073,1.446,-0.02,174.0,HEAVY_RAIN (IMD p95 7-day),-1248.0,SIMULATED
SIM_2023-09-01_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-09-01,7,EQUIPMENT_DEGRADATION,15.78,"excavators, dumpers",-0.1477,0.054,0.021,0.118,-1.27,96.5,OBSERVED WEEK (IMD/ERA5),-1451.5,SIMULATED
SIM_2023-09-01_BLAST_DELAY,SYN_MINE_01,2023-09-01,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,96.5,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-09-01_DRILL_DELAY,SYN_MINE_01,2023-09-01,7,DRILL_DELAY,8.66,drills,-0.1407,-0.804,-0.044,0.603,0.18,96.5,OBSERVED WEEK (IMD/ERA5),-797.1,SIMULATED
SIM_2023-09-01_HAULAGE_DISRUPTION,SYN_MINE_01,2023-09-01,7,HAULAGE_DISRUPTION,30.83,dumpers / haul road,-0.009,4.208,-0.067,-0.701,-3.48,96.5,OBSERVED WEEK (IMD/ERA5),-2835.9,SIMULATED
SIM_2023-09-01_COMBINED_DISRUPTION,SYN_MINE_01,2023-09-01,7,COMBINED_DISRUPTION,26.22,site-wide,-0.1488,1.272,0.056,0.919,-2.02,174.0,HEAVY_RAIN (IMD p95 7-day),-2412.5,SIMULATED
