borehole_id,target_id,scenario,depth_from_m,depth_to_m,interval_thickness_m,formation,host_lithology,weathering_zone,manganese_presence,mn_grade_pct,grade_category,confidence,evidence_level,provenance
SIM_T32_AMB_BH03,T32,AMBIGUOUS_DRILLING_RESULT,48.42,65.9,17.48,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.54,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T33_POS_BH01,T33,POSITIVE_DRILLING_INTERSECTION,0.0,2.97,2.97,Sausar Group,weathered zone / laterite cover,True,False,0.55,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T33_POS_BH01,T33,POSITIVE_DRILLING_INTERSECTION,2.97,33.79,30.82,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.34,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T33_POS_BH01,T33,POSITIVE_DRILLING_INTERSECTION,33.79,35.4,1.61,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,25.74,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T33_POS_BH01,T33,POSITIVE_DRILLING_INTERSECTION,35.4,37.5,2.1,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.31,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T33_POS_BH01,T33,POSITIVE_DRILLING_INTERSECTION,37.5,39.35,1.85,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,27.4,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T33_POS_BH01,T33,POSITIVE_DRILLING_INTERSECTION,39.35,88.9,49.55,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.7,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T33_POS_BH02,T33,POSITIVE_DRILLING_INTERSECTION,0.0,2.87,2.87,Sausar Group,weathered zone / laterite cover,True,False,0.26,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T33_POS_BH02,T33,POSITIVE_DRILLING_INTERSECTION,2.87,33.29,30.41,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.32,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T33_POS_BH02,T33,POSITIVE_DRILLING_INTERSECTION,33.29,34.98,1.7,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,32.7,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T33_POS_BH02,T33,POSITIVE_DRILLING_INTERSECTION,34.98,43.86,8.88,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.12,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T33_POS_BH02,T33,POSITIVE_DRILLING_INTERSECTION,43.86,45.77,1.91,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,24.61,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T33_POS_BH02,T33,POSITIVE_DRILLING_INTERSECTION,45.77,70.5,24.73,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.41,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T33_POS_BH03,T33,POSITIVE_DRILLING_INTERSECTION,0.0,2.9,2.9,Sausar Group,weathered zone / laterite cover,True,False,0.45,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T33_POS_BH03,T33,POSITIVE_DRILLING_INTERSECTION,2.9,23.13,20.23,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.37,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T33_POS_BH03,T33,POSITIVE_DRILLING_INTERSECTION,23.13,24.68,1.55,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,43.31,MEDIUM (35-46% Mn),MODERATE,3,SIMULATED
SIM_T33_POS_BH03,T33,POSITIVE_DRILLING_INTERSECTION,24.68,27.59,2.9,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.48,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T33_POS_BH03,T33,POSITIVE_DRILLING_INTERSECTION,27.59,29.56,1.97,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,29.79,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T33_POS_BH03,T33,POSITIVE_DRILLING_INTERSECTION,29.56,64.3,34.74,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.36,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T33_NEG_BH01,T33,NEGATIVE_DRILLING_RESULT,0.0,2.94,2.94,Sausar Group,weathered zone / laterite cover,True,False,0.26,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T33_NEG_BH01,T33,NEGATIVE_DRILLING_RESULT,2.94,60.1,57.16,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.19,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T33_NEG_BH02,T33,NEGATIVE_DRILLING_RESULT,0.0,2.03,2.03,Sausar Group,weathered zone / laterite cover,True,False,0.27,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T33_NEG_BH02,T33,NEGATIVE_DRILLING_RESULT,2.03,63.9,61.87,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.53,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T33_NEG_BH03,T33,NEGATIVE_DRILLING_RESULT,0.0,2.33,2.33,Sausar Group,weathered zone / laterite cover,True,False,0.34,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T33_NEG_BH03,T33,NEGATIVE_DRILLING_RESULT,2.33,85.5,83.17,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.55,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T33_AMB_BH01,T33,AMBIGUOUS_DRILLING_RESULT,0.0,2.87,2.87,Sausar Group,weathered zone / laterite cover,True,False,0.55,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T33_AMB_BH01,T33,AMBIGUOUS_DRILLING_RESULT,2.87,15.58,12.72,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.17,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T33_AMB_BH01,T33,AMBIGUOUS_DRILLING_RESULT,15.58,16.35,0.77,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,16.95,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T33_AMB_BH01,T33,AMBIGUOUS_DRILLING_RESULT,16.35,50.1,33.75,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.22,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T33_AMB_BH02,T33,AMBIGUOUS_DRILLING_RESULT,0.0,2.65,2.65,Sausar Group,weathered zone / laterite cover,True,False,0.56,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T33_AMB_BH02,T33,AMBIGUOUS_DRILLING_RESULT,2.65,24.53,21.88,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.57,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T33_AMB_BH02,T33,AMBIGUOUS_DRILLING_RESULT,24.53,24.93,0.41,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,23.75,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T33_AMB_BH02,T33,AMBIGUOUS_DRILLING_RESULT,24.93,94.1,69.17,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.28,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T33_AMB_BH03,T33,AMBIGUOUS_DRILLING_RESULT,0.0,2.94,2.94,Sausar Group,weathered zone / laterite cover,True,False,0.32,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T33_AMB_BH03,T33,AMBIGUOUS_DRILLING_RESULT,2.94,20.14,17.2,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.28,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T33_AMB_BH03,T33,AMBIGUOUS_DRILLING_RESULT,20.14,20.95,0.81,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,10.49,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T33_AMB_BH03,T33,AMBIGUOUS_DRILLING_RESULT,20.95,90.9,69.95,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.35,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T34_POS_BH01,T34,POSITIVE_DRILLING_INTERSECTION,0.0,2.32,2.32,Sausar Group,weathered zone / laterite cover,True,False,0.38,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T34_POS_BH01,T34,POSITIVE_DRILLING_INTERSECTION,2.32,27.7,25.38,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.13,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T34_POS_BH01,T34,POSITIVE_DRILLING_INTERSECTION,27.7,29.62,1.91,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,38.04,MEDIUM (35-46% Mn),MODERATE,3,SIMULATED
SIM_T34_POS_BH01,T34,POSITIVE_DRILLING_INTERSECTION,29.62,30.68,1.06,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.53,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T34_POS_BH01,T34,POSITIVE_DRILLING_INTERSECTION,30.68,32.22,1.55,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,34.03,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T34_POS_BH01,T34,POSITIVE_DRILLING_INTERSECTION,32.22,88.5,56.28,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.88,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T34_POS_BH02,T34,POSITIVE_DRILLING_INTERSECTION,0.0,2.08,2.08,Sausar Group,weathered zone / laterite cover,True,False,0.39,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T34_POS_BH02,T34,POSITIVE_DRILLING_INTERSECTION,2.08,33.87,31.79,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.31,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T34_POS_BH02,T34,POSITIVE_DRILLING_INTERSECTION,33.87,35.5,1.63,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,31.28,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T34_POS_BH02,T34,POSITIVE_DRILLING_INTERSECTION,35.5,77.0,41.5,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.5,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T34_POS_BH03,T34,POSITIVE_DRILLING_INTERSECTION,0.0,2.02,2.02,Sausar Group,weathered zone / laterite cover,True,False,0.73,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T34_POS_BH03,T34,POSITIVE_DRILLING_INTERSECTION,2.02,24.35,22.33,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.28,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T34_POS_BH03,T34,POSITIVE_DRILLING_INTERSECTION,24.35,26.34,1.98,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,28.71,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T34_POS_BH03,T34,POSITIVE_DRILLING_INTERSECTION,26.34,36.65,10.31,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.66,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T34_POS_BH03,T34,POSITIVE_DRILLING_INTERSECTION,36.65,38.36,1.71,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,34.95,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T34_POS_BH03,T34,POSITIVE_DRILLING_INTERSECTION,38.36,60.1,21.74,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.45,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T34_NEG_BH01,T34,NEGATIVE_DRILLING_RESULT,0.0,2.52,2.52,Sausar Group,weathered zone / laterite cover,True,False,0.09,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T34_NEG_BH01,T34,NEGATIVE_DRILLING_RESULT,2.52,96.3,93.78,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.5,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T34_NEG_BH02,T34,NEGATIVE_DRILLING_RESULT,0.0,2.73,2.73,Sausar Group,weathered zone / laterite cover,True,False,0.26,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T34_NEG_BH02,T34,NEGATIVE_DRILLING_RESULT,2.73,56.9,54.17,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.3,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T34_NEG_BH03,T34,NEGATIVE_DRILLING_RESULT,0.0,2.35,2.35,Sausar Group,weathered zone / laterite cover,True,False,0.4,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T34_NEG_BH03,T34,NEGATIVE_DRILLING_RESULT,2.35,86.6,84.25,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.27,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T34_AMB_BH01,T34,AMBIGUOUS_DRILLING_RESULT,0.0,2.4,2.4,Sausar Group,weathered zone / laterite cover,True,False,0.35,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T34_AMB_BH01,T34,AMBIGUOUS_DRILLING_RESULT,2.4,11.14,8.74,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.74,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T34_AMB_BH01,T34,AMBIGUOUS_DRILLING_RESULT,11.14,11.74,0.6,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),True,True,18.73,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T34_AMB_BH01,T34,AMBIGUOUS_DRILLING_RESULT,11.74,58.4,46.66,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.62,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T34_AMB_BH02,T34,AMBIGUOUS_DRILLING_RESULT,0.0,2.31,2.31,Sausar Group,weathered zone / laterite cover,True,False,0.3,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T34_AMB_BH02,T34,AMBIGUOUS_DRILLING_RESULT,2.31,24.49,22.18,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.78,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T34_AMB_BH02,T34,AMBIGUOUS_DRILLING_RESULT,24.49,25.04,0.55,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,12.84,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T34_AMB_BH02,T34,AMBIGUOUS_DRILLING_RESULT,25.04,51.6,26.56,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.25,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T34_AMB_BH03,T34,AMBIGUOUS_DRILLING_RESULT,0.0,2.73,2.73,Sausar Group,weathered zone / laterite cover,True,False,0.36,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T34_AMB_BH03,T34,AMBIGUOUS_DRILLING_RESULT,2.73,52.0,49.27,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.36,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T34_AMB_BH03,T34,AMBIGUOUS_DRILLING_RESULT,52.0,52.68,0.68,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,11.84,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T34_AMB_BH03,T34,AMBIGUOUS_DRILLING_RESULT,52.68,70.0,17.32,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.4,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T35_POS_BH01,T35,POSITIVE_DRILLING_INTERSECTION,0.0,2.7,2.7,Sausar Group,weathered zone / laterite cover,True,False,0.46,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T35_POS_BH01,T35,POSITIVE_DRILLING_INTERSECTION,2.7,51.98,49.28,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.75,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T35_POS_BH01,T35,POSITIVE_DRILLING_INTERSECTION,51.98,53.73,1.75,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,28.46,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T35_POS_BH01,T35,POSITIVE_DRILLING_INTERSECTION,53.73,72.4,18.67,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.38,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T35_POS_BH02,T35,POSITIVE_DRILLING_INTERSECTION,0.0,2.33,2.33,Sausar Group,weathered zone / laterite cover,True,False,0.62,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T35_POS_BH02,T35,POSITIVE_DRILLING_INTERSECTION,2.33,77.12,74.79,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.29,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T35_POS_BH02,T35,POSITIVE_DRILLING_INTERSECTION,77.12,78.79,1.67,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,33.32,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T35_POS_BH02,T35,POSITIVE_DRILLING_INTERSECTION,78.79,92.8,14.01,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.34,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T35_POS_BH03,T35,POSITIVE_DRILLING_INTERSECTION,0.0,2.32,2.32,Sausar Group,weathered zone / laterite cover,True,False,0.28,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T35_POS_BH03,T35,POSITIVE_DRILLING_INTERSECTION,2.32,46.77,44.44,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.36,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T35_POS_BH03,T35,POSITIVE_DRILLING_INTERSECTION,46.77,48.31,1.55,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,33.24,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T35_POS_BH03,T35,POSITIVE_DRILLING_INTERSECTION,48.31,53.37,5.06,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.45,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T35_POS_BH03,T35,POSITIVE_DRILLING_INTERSECTION,53.37,54.95,1.58,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,34.63,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T35_POS_BH03,T35,POSITIVE_DRILLING_INTERSECTION,54.95,65.4,10.45,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.34,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T35_NEG_BH01,T35,NEGATIVE_DRILLING_RESULT,0.0,2.81,2.81,Sausar Group,weathered zone / laterite cover,True,False,0.36,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T35_NEG_BH01,T35,NEGATIVE_DRILLING_RESULT,2.81,64.0,61.19,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.59,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T35_NEG_BH02,T35,NEGATIVE_DRILLING_RESULT,0.0,2.61,2.61,Sausar Group,weathered zone / laterite cover,True,False,0.38,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T35_NEG_BH02,T35,NEGATIVE_DRILLING_RESULT,2.61,94.4,91.79,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.68,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T35_NEG_BH03,T35,NEGATIVE_DRILLING_RESULT,0.0,2.86,2.86,Sausar Group,weathered zone / laterite cover,True,False,0.44,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T35_NEG_BH03,T35,NEGATIVE_DRILLING_RESULT,2.86,97.3,94.44,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.51,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T35_AMB_BH01,T35,AMBIGUOUS_DRILLING_RESULT,0.0,2.82,2.82,Sausar Group,weathered zone / laterite cover,True,False,1.31,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T35_AMB_BH01,T35,AMBIGUOUS_DRILLING_RESULT,2.82,28.4,25.58,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.4,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T35_AMB_BH01,T35,AMBIGUOUS_DRILLING_RESULT,28.4,29.23,0.83,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,25.35,LOW (25-35% Mn),LOW,3,SIMULATED
SIM_T35_AMB_BH01,T35,AMBIGUOUS_DRILLING_RESULT,29.23,91.7,62.47,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.21,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T35_AMB_BH02,T35,AMBIGUOUS_DRILLING_RESULT,0.0,2.8,2.8,Sausar Group,weathered zone / laterite cover,True,False,0.14,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T35_AMB_BH02,T35,AMBIGUOUS_DRILLING_RESULT,2.8,31.49,28.69,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.26,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T35_AMB_BH02,T35,AMBIGUOUS_DRILLING_RESULT,31.49,32.05,0.56,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,18.18,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T35_AMB_BH02,T35,AMBIGUOUS_DRILLING_RESULT,32.05,82.5,50.45,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.31,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T35_AMB_BH03,T35,AMBIGUOUS_DRILLING_RESULT,0.0,2.62,2.62,Sausar Group,weathered zone / laterite cover,True,False,0.4,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T35_AMB_BH03,T35,AMBIGUOUS_DRILLING_RESULT,2.62,11.76,9.14,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.47,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T35_AMB_BH03,T35,AMBIGUOUS_DRILLING_RESULT,11.76,12.35,0.59,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),True,True,26.35,LOW (25-35% Mn),LOW,3,SIMULATED
SIM_T35_AMB_BH03,T35,AMBIGUOUS_DRILLING_RESULT,12.35,63.0,50.65,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.34,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T36_POS_BH01,T36,POSITIVE_DRILLING_INTERSECTION,0.0,2.01,2.01,Sausar Group,weathered zone / laterite cover,True,False,0.24,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T36_POS_BH01,T36,POSITIVE_DRILLING_INTERSECTION,2.01,13.82,11.82,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.81,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T36_POS_BH01,T36,POSITIVE_DRILLING_INTERSECTION,13.82,15.82,2.0,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),True,True,40.46,MEDIUM (35-46% Mn),MODERATE,3,SIMULATED
SIM_T36_POS_BH01,T36,POSITIVE_DRILLING_INTERSECTION,15.82,27.77,11.96,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.22,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T36_POS_BH01,T36,POSITIVE_DRILLING_INTERSECTION,27.77,29.3,1.53,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,27.26,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T36_POS_BH01,T36,POSITIVE_DRILLING_INTERSECTION,29.3,75.8,46.5,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.48,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T36_POS_BH02,T36,POSITIVE_DRILLING_INTERSECTION,0.0,2.69,2.69,Sausar Group,weathered zone / laterite cover,True,False,0.31,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T36_POS_BH02,T36,POSITIVE_DRILLING_INTERSECTION,2.69,19.45,16.77,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.18,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T36_POS_BH02,T36,POSITIVE_DRILLING_INTERSECTION,19.45,21.32,1.86,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,31.93,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T36_POS_BH02,T36,POSITIVE_DRILLING_INTERSECTION,21.32,22.15,0.83,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.46,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T36_POS_BH02,T36,POSITIVE_DRILLING_INTERSECTION,22.15,24.04,1.89,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,31.08,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T36_POS_BH02,T36,POSITIVE_DRILLING_INTERSECTION,24.04,72.8,48.76,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.16,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T36_POS_BH03,T36,POSITIVE_DRILLING_INTERSECTION,0.0,2.55,2.55,Sausar Group,weathered zone / laterite cover,True,False,0.33,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T36_POS_BH03,T36,POSITIVE_DRILLING_INTERSECTION,2.55,13.26,10.71,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.22,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T36_POS_BH03,T36,POSITIVE_DRILLING_INTERSECTION,13.26,15.12,1.86,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),True,True,37.37,MEDIUM (35-46% Mn),MODERATE,3,SIMULATED
SIM_T36_POS_BH03,T36,POSITIVE_DRILLING_INTERSECTION,15.12,26.75,11.63,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.4,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T36_POS_BH03,T36,POSITIVE_DRILLING_INTERSECTION,26.75,28.32,1.57,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,27.4,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T36_POS_BH03,T36,POSITIVE_DRILLING_INTERSECTION,28.32,63.8,35.48,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.86,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T36_NEG_BH01,T36,NEGATIVE_DRILLING_RESULT,0.0,2.78,2.78,Sausar Group,weathered zone / laterite cover,True,False,1.14,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T36_NEG_BH01,T36,NEGATIVE_DRILLING_RESULT,2.78,66.8,64.02,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.26,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T36_NEG_BH02,T36,NEGATIVE_DRILLING_RESULT,0.0,2.83,2.83,Sausar Group,weathered zone / laterite cover,True,False,0.35,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T36_NEG_BH02,T36,NEGATIVE_DRILLING_RESULT,2.83,89.5,86.67,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.34,BELOW 25% Mn,MODERATE,3,SIMULATED
