sample_id,target_id,scenario,borehole_id,depth_from_m,depth_to_m,sample_type,mn_pct,fe_pct,sio2_pct,sample_quality,provenance
SIM_T30_NEG_BH01_002,T30,NEGATIVE_DRILLING_RESULT,SIM_T30_NEG_BH01,2.61,92.7,drill core (simulated),0.62,4.05,53.84,SIMULATED_ASSAY,SIMULATED
SIM_T30_NEG_BH02_003,T30,NEGATIVE_DRILLING_RESULT,SIM_T30_NEG_BH02,0.0,2.91,drill core (simulated),0.71,4.74,57.73,SIMULATED_ASSAY,SIMULATED
SIM_T30_NEG_BH02_004,T30,NEGATIVE_DRILLING_RESULT,SIM_T30_NEG_BH02,2.91,81.4,drill core (simulated),0.5,5.85,50.02,SIMULATED_ASSAY,SIMULATED
SIM_T30_NEG_BH03_005,T30,NEGATIVE_DRILLING_RESULT,SIM_T30_NEG_BH03,0.0,2.13,drill core (simulated),0.25,5.28,65.0,SIMULATED_ASSAY,SIMULATED
SIM_T30_NEG_BH03_006,T30,NEGATIVE_DRILLING_RESULT,SIM_T30_NEG_BH03,2.13,57.9,drill core (simulated),0.19,3.28,59.17,SIMULATED_ASSAY,SIMULATED
SIM_T30_AMB_BH01_001,T30,AMBIGUOUS_DRILLING_RESULT,SIM_T30_AMB_BH01,0.0,2.46,drill core (simulated),0.41,4.37,56.86,SIMULATED_ASSAY,SIMULATED
SIM_T30_AMB_BH01_002,T30,AMBIGUOUS_DRILLING_RESULT,SIM_T30_AMB_BH01,2.46,39.67,drill core (simulated),0.36,4.16,53.38,SIMULATED_ASSAY,SIMULATED
SIM_T30_AMB_BH01_003,T30,AMBIGUOUS_DRILLING_RESULT,SIM_T30_AMB_BH01,39.67,40.34,drill core (simulated),30.38,3.93,21.0,SIMULATED_ASSAY,SIMULATED
SIM_T30_AMB_BH01_004,T30,AMBIGUOUS_DRILLING_RESULT,SIM_T30_AMB_BH01,40.34,82.2,drill core (simulated),0.59,4.68,63.45,SIMULATED_ASSAY,SIMULATED
SIM_T30_AMB_BH02_005,T30,AMBIGUOUS_DRILLING_RESULT,SIM_T30_AMB_BH02,0.0,2.35,drill core (simulated),0.45,3.12,58.82,SIMULATED_ASSAY,SIMULATED
SIM_T30_AMB_BH02_006,T30,AMBIGUOUS_DRILLING_RESULT,SIM_T30_AMB_BH02,2.35,67.14,drill core (simulated),0.38,5.51,55.5,SIMULATED_ASSAY,SIMULATED
SIM_T30_AMB_BH02_007,T30,AMBIGUOUS_DRILLING_RESULT,SIM_T30_AMB_BH02,67.14,67.81,drill core (simulated),17.5,6.99,31.31,SIMULATED_ASSAY,SIMULATED
SIM_T30_AMB_BH02_008,T30,AMBIGUOUS_DRILLING_RESULT,SIM_T30_AMB_BH02,67.81,86.5,drill core (simulated),0.42,4.79,68.74,SIMULATED_ASSAY,SIMULATED
SIM_T30_AMB_BH03_009,T30,AMBIGUOUS_DRILLING_RESULT,SIM_T30_AMB_BH03,0.0,2.16,drill core (simulated),0.47,5.31,59.51,SIMULATED_ASSAY,SIMULATED
SIM_T30_AMB_BH03_010,T30,AMBIGUOUS_DRILLING_RESULT,SIM_T30_AMB_BH03,2.16,34.22,drill core (simulated),0.53,3.64,62.26,SIMULATED_ASSAY,SIMULATED
SIM_T30_AMB_BH03_011,T30,AMBIGUOUS_DRILLING_RESULT,SIM_T30_AMB_BH03,34.22,34.67,drill core (simulated),13.91,4.39,33.69,SIMULATED_ASSAY,SIMULATED
SIM_T30_AMB_BH03_012,T30,AMBIGUOUS_DRILLING_RESULT,SIM_T30_AMB_BH03,34.67,51.8,drill core (simulated),0.65,6.88,53.81,SIMULATED_ASSAY,SIMULATED
SIM_T31_SS01,T31,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),20.17,5.89,48.03,SIMULATED_SCREENING,SIMULATED
SIM_T31_SS02,T31,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),15.39,4.37,45.97,SIMULATED_SCREENING,SIMULATED
SIM_T31_SS03,T31,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),23.56,5.92,40.74,SIMULATED_SCREENING,SIMULATED
SIM_T31_SS04,T31,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),15.21,4.64,44.84,SIMULATED_SCREENING,SIMULATED
SIM_T31_SS05,T31,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),15.96,4.5,45.02,SIMULATED_SCREENING,SIMULATED
SIM_T31_SS06,T31,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),8.94,3.12,52.26,SIMULATED_SCREENING,SIMULATED
SIM_T31_SS07,T31,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),14.56,3.95,52.41,SIMULATED_SCREENING,SIMULATED
SIM_T31_SS08,T31,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),14.66,5.69,49.01,SIMULATED_SCREENING,SIMULATED
SIM_T31_POS_BH01_001,T31,POSITIVE_DRILLING_INTERSECTION,SIM_T31_POS_BH01,0.0,2.96,drill core (simulated),0.5,5.06,68.0,SIMULATED_ASSAY,SIMULATED
SIM_T31_POS_BH01_002,T31,POSITIVE_DRILLING_INTERSECTION,SIM_T31_POS_BH01,2.96,13.3,drill core (simulated),0.99,3.59,64.59,SIMULATED_ASSAY,SIMULATED
SIM_T31_POS_BH01_003,T31,POSITIVE_DRILLING_INTERSECTION,SIM_T31_POS_BH01,13.3,15.1,drill core (simulated),34.49,4.32,15.32,SIMULATED_ASSAY,SIMULATED
SIM_T31_POS_BH01_004,T31,POSITIVE_DRILLING_INTERSECTION,SIM_T31_POS_BH01,15.1,50.7,drill core (simulated),0.49,6.36,60.56,SIMULATED_ASSAY,SIMULATED
SIM_T31_POS_BH02_005,T31,POSITIVE_DRILLING_INTERSECTION,SIM_T31_POS_BH02,0.0,2.65,drill core (simulated),0.75,5.83,55.48,SIMULATED_ASSAY,SIMULATED
SIM_T31_POS_BH02_006,T31,POSITIVE_DRILLING_INTERSECTION,SIM_T31_POS_BH02,2.65,29.92,drill core (simulated),0.49,7.79,61.7,SIMULATED_ASSAY,SIMULATED
SIM_T31_POS_BH02_007,T31,POSITIVE_DRILLING_INTERSECTION,SIM_T31_POS_BH02,29.92,31.88,drill core (simulated),34.94,7.01,17.51,SIMULATED_ASSAY,SIMULATED
SIM_T31_POS_BH02_008,T31,POSITIVE_DRILLING_INTERSECTION,SIM_T31_POS_BH02,31.88,38.27,drill core (simulated),0.2,4.12,51.9,SIMULATED_ASSAY,SIMULATED
SIM_T31_POS_BH02_009,T31,POSITIVE_DRILLING_INTERSECTION,SIM_T31_POS_BH02,38.27,40.21,drill core (simulated),42.48,4.89,10.75,SIMULATED_ASSAY,SIMULATED
SIM_T31_POS_BH02_010,T31,POSITIVE_DRILLING_INTERSECTION,SIM_T31_POS_BH02,40.21,91.6,drill core (simulated),0.69,6.87,55.32,SIMULATED_ASSAY,SIMULATED
SIM_T31_POS_BH03_011,T31,POSITIVE_DRILLING_INTERSECTION,SIM_T31_POS_BH03,0.0,2.18,drill core (simulated),0.47,4.66,59.62,SIMULATED_ASSAY,SIMULATED
SIM_T31_POS_BH03_012,T31,POSITIVE_DRILLING_INTERSECTION,SIM_T31_POS_BH03,2.18,29.79,drill core (simulated),0.35,5.25,58.43,SIMULATED_ASSAY,SIMULATED
SIM_T31_POS_BH03_013,T31,POSITIVE_DRILLING_INTERSECTION,SIM_T31_POS_BH03,29.79,31.48,drill core (simulated),28.52,5.82,21.8,SIMULATED_ASSAY,SIMULATED
SIM_T31_POS_BH03_014,T31,POSITIVE_DRILLING_INTERSECTION,SIM_T31_POS_BH03,31.48,60.6,drill core (simulated),0.39,2.28,59.94,SIMULATED_ASSAY,SIMULATED
SIM_T31_NEG_BH01_001,T31,NEGATIVE_DRILLING_RESULT,SIM_T31_NEG_BH01,0.0,2.74,drill core (simulated),0.38,3.59,56.98,SIMULATED_ASSAY,SIMULATED
SIM_T31_NEG_BH01_002,T31,NEGATIVE_DRILLING_RESULT,SIM_T31_NEG_BH01,2.74,94.9,drill core (simulated),0.32,7.2,51.23,SIMULATED_ASSAY,SIMULATED
SIM_T31_NEG_BH02_003,T31,NEGATIVE_DRILLING_RESULT,SIM_T31_NEG_BH02,0.0,2.6,drill core (simulated),0.44,7.96,55.81,SIMULATED_ASSAY,SIMULATED
SIM_T31_NEG_BH02_004,T31,NEGATIVE_DRILLING_RESULT,SIM_T31_NEG_BH02,2.6,79.2,drill core (simulated),0.38,3.47,68.18,SIMULATED_ASSAY,SIMULATED
SIM_T31_NEG_BH03_005,T31,NEGATIVE_DRILLING_RESULT,SIM_T31_NEG_BH03,0.0,2.23,drill core (simulated),0.16,5.8,55.91,SIMULATED_ASSAY,SIMULATED
SIM_T31_NEG_BH03_006,T31,NEGATIVE_DRILLING_RESULT,SIM_T31_NEG_BH03,2.23,59.5,drill core (simulated),0.57,1.81,57.37,SIMULATED_ASSAY,SIMULATED
SIM_T31_AMB_BH01_001,T31,AMBIGUOUS_DRILLING_RESULT,SIM_T31_AMB_BH01,0.0,2.65,drill core (simulated),0.41,7.02,60.78,SIMULATED_ASSAY,SIMULATED
SIM_T31_AMB_BH01_002,T31,AMBIGUOUS_DRILLING_RESULT,SIM_T31_AMB_BH01,2.65,15.18,drill core (simulated),0.56,2.93,61.64,SIMULATED_ASSAY,SIMULATED
SIM_T31_AMB_BH01_003,T31,AMBIGUOUS_DRILLING_RESULT,SIM_T31_AMB_BH01,15.18,15.49,drill core (simulated),12.54,4.91,34.9,SIMULATED_ASSAY,SIMULATED
SIM_T31_AMB_BH01_004,T31,AMBIGUOUS_DRILLING_RESULT,SIM_T31_AMB_BH01,15.49,69.2,drill core (simulated),0.22,4.62,49.92,SIMULATED_ASSAY,SIMULATED
SIM_T31_AMB_BH02_005,T31,AMBIGUOUS_DRILLING_RESULT,SIM_T31_AMB_BH02,0.0,2.63,drill core (simulated),0.37,2.99,60.29,SIMULATED_ASSAY,SIMULATED
SIM_T31_AMB_BH02_006,T31,AMBIGUOUS_DRILLING_RESULT,SIM_T31_AMB_BH02,2.63,22.37,drill core (simulated),0.41,3.85,63.45,SIMULATED_ASSAY,SIMULATED
SIM_T31_AMB_BH02_007,T31,AMBIGUOUS_DRILLING_RESULT,SIM_T31_AMB_BH02,22.37,23.12,drill core (simulated),17.18,8.32,31.33,SIMULATED_ASSAY,SIMULATED
SIM_T31_AMB_BH02_008,T31,AMBIGUOUS_DRILLING_RESULT,SIM_T31_AMB_BH02,23.12,51.8,drill core (simulated),0.19,4.59,74.83,SIMULATED_ASSAY,SIMULATED
SIM_T31_AMB_BH03_009,T31,AMBIGUOUS_DRILLING_RESULT,SIM_T31_AMB_BH03,0.0,2.62,drill core (simulated),0.35,3.1,56.24,SIMULATED_ASSAY,SIMULATED
SIM_T31_AMB_BH03_010,T31,AMBIGUOUS_DRILLING_RESULT,SIM_T31_AMB_BH03,2.62,52.77,drill core (simulated),0.44,5.3,61.3,SIMULATED_ASSAY,SIMULATED
SIM_T31_AMB_BH03_011,T31,AMBIGUOUS_DRILLING_RESULT,SIM_T31_AMB_BH03,52.77,53.76,drill core (simulated),17.25,6.74,30.57,SIMULATED_ASSAY,SIMULATED
SIM_T31_AMB_BH03_012,T31,AMBIGUOUS_DRILLING_RESULT,SIM_T31_AMB_BH03,53.76,90.6,drill core (simulated),0.34,3.92,64.29,SIMULATED_ASSAY,SIMULATED
SIM_T32_SS01,T32,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),6.98,6.29,55.56,SIMULATED_SCREENING,SIMULATED
SIM_T32_SS02,T32,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),11.56,6.41,48.46,SIMULATED_SCREENING,SIMULATED
SIM_T32_SS03,T32,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),12.93,5.63,46.49,SIMULATED_SCREENING,SIMULATED
SIM_T32_SS04,T32,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),14.44,6.31,50.74,SIMULATED_SCREENING,SIMULATED
SIM_T32_SS05,T32,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),23.21,6.36,43.78,SIMULATED_SCREENING,SIMULATED
SIM_T32_SS06,T32,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),6.62,3.67,58.42,SIMULATED_SCREENING,SIMULATED
SIM_T32_SS07,T32,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),8.72,4.61,55.25,SIMULATED_SCREENING,SIMULATED
SIM_T32_SS08,T32,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),25.09,4.31,39.86,SIMULATED_SCREENING,SIMULATED
SIM_T32_POS_BH01_001,T32,POSITIVE_DRILLING_INTERSECTION,SIM_T32_POS_BH01,0.0,2.39,drill core (simulated),0.6,4.05,60.26,SIMULATED_ASSAY,SIMULATED
SIM_T32_POS_BH01_002,T32,POSITIVE_DRILLING_INTERSECTION,SIM_T32_POS_BH01,2.39,17.63,drill core (simulated),0.3,3.47,61.81,SIMULATED_ASSAY,SIMULATED
SIM_T32_POS_BH01_003,T32,POSITIVE_DRILLING_INTERSECTION,SIM_T32_POS_BH01,17.63,19.51,drill core (simulated),30.56,5.14,18.68,SIMULATED_ASSAY,SIMULATED
SIM_T32_POS_BH01_004,T32,POSITIVE_DRILLING_INTERSECTION,SIM_T32_POS_BH01,19.51,53.2,drill core (simulated),0.64,0.5,58.71,SIMULATED_ASSAY,SIMULATED
SIM_T32_POS_BH02_005,T32,POSITIVE_DRILLING_INTERSECTION,SIM_T32_POS_BH02,0.0,2.4,drill core (simulated),0.15,4.59,67.05,SIMULATED_ASSAY,SIMULATED
SIM_T32_POS_BH02_006,T32,POSITIVE_DRILLING_INTERSECTION,SIM_T32_POS_BH02,2.4,76.79,drill core (simulated),0.44,6.4,47.26,SIMULATED_ASSAY,SIMULATED
SIM_T32_POS_BH02_007,T32,POSITIVE_DRILLING_INTERSECTION,SIM_T32_POS_BH02,76.79,78.78,drill core (simulated),20.79,5.92,28.09,SIMULATED_ASSAY,SIMULATED
SIM_T32_POS_BH02_008,T32,POSITIVE_DRILLING_INTERSECTION,SIM_T32_POS_BH02,78.78,96.8,drill core (simulated),0.44,3.8,46.97,SIMULATED_ASSAY,SIMULATED
SIM_T32_POS_BH03_009,T32,POSITIVE_DRILLING_INTERSECTION,SIM_T32_POS_BH03,0.0,2.11,drill core (simulated),0.47,5.57,42.17,SIMULATED_ASSAY,SIMULATED
SIM_T32_POS_BH03_010,T32,POSITIVE_DRILLING_INTERSECTION,SIM_T32_POS_BH03,2.11,42.26,drill core (simulated),0.5,7.23,54.85,SIMULATED_ASSAY,SIMULATED
SIM_T32_POS_BH03_011,T32,POSITIVE_DRILLING_INTERSECTION,SIM_T32_POS_BH03,42.26,44.02,drill core (simulated),30.08,6.89,21.24,SIMULATED_ASSAY,SIMULATED
SIM_T32_POS_BH03_012,T32,POSITIVE_DRILLING_INTERSECTION,SIM_T32_POS_BH03,44.02,91.5,drill core (simulated),0.94,2.75,54.08,SIMULATED_ASSAY,SIMULATED
SIM_T32_NEG_BH01_001,T32,NEGATIVE_DRILLING_RESULT,SIM_T32_NEG_BH01,0.0,2.39,drill core (simulated),0.32,7.39,49.64,SIMULATED_ASSAY,SIMULATED
SIM_T32_NEG_BH01_002,T32,NEGATIVE_DRILLING_RESULT,SIM_T32_NEG_BH01,2.39,92.8,drill core (simulated),0.46,5.71,62.55,SIMULATED_ASSAY,SIMULATED
SIM_T32_NEG_BH02_003,T32,NEGATIVE_DRILLING_RESULT,SIM_T32_NEG_BH02,0.0,2.51,drill core (simulated),0.85,5.62,60.35,SIMULATED_ASSAY,SIMULATED
SIM_T32_NEG_BH02_004,T32,NEGATIVE_DRILLING_RESULT,SIM_T32_NEG_BH02,2.51,72.0,drill core (simulated),0.29,4.26,55.88,SIMULATED_ASSAY,SIMULATED
SIM_T32_NEG_BH03_005,T32,NEGATIVE_DRILLING_RESULT,SIM_T32_NEG_BH03,0.0,2.91,drill core (simulated),0.31,4.71,57.92,SIMULATED_ASSAY,SIMULATED
SIM_T32_NEG_BH03_006,T32,NEGATIVE_DRILLING_RESULT,SIM_T32_NEG_BH03,2.91,71.2,drill core (simulated),0.38,4.97,66.07,SIMULATED_ASSAY,SIMULATED
SIM_T32_AMB_BH01_001,T32,AMBIGUOUS_DRILLING_RESULT,SIM_T32_AMB_BH01,0.0,2.09,drill core (simulated),0.42,3.05,57.73,SIMULATED_ASSAY,SIMULATED
SIM_T32_AMB_BH01_002,T32,AMBIGUOUS_DRILLING_RESULT,SIM_T32_AMB_BH01,2.09,42.08,drill core (simulated),0.38,6.39,55.63,SIMULATED_ASSAY,SIMULATED
SIM_T32_AMB_BH01_003,T32,AMBIGUOUS_DRILLING_RESULT,SIM_T32_AMB_BH01,42.08,42.74,drill core (simulated),17.46,7.28,30.38,SIMULATED_ASSAY,SIMULATED
SIM_T32_AMB_BH01_004,T32,AMBIGUOUS_DRILLING_RESULT,SIM_T32_AMB_BH01,42.74,54.6,drill core (simulated),0.39,4.75,62.48,SIMULATED_ASSAY,SIMULATED
SIM_T32_AMB_BH02_005,T32,AMBIGUOUS_DRILLING_RESULT,SIM_T32_AMB_BH02,0.0,2.88,drill core (simulated),0.37,4.6,62.49,SIMULATED_ASSAY,SIMULATED
SIM_T32_AMB_BH02_006,T32,AMBIGUOUS_DRILLING_RESULT,SIM_T32_AMB_BH02,2.88,31.85,drill core (simulated),0.37,5.01,53.01,SIMULATED_ASSAY,SIMULATED
SIM_T32_AMB_BH02_007,T32,AMBIGUOUS_DRILLING_RESULT,SIM_T32_AMB_BH02,31.85,32.5,drill core (simulated),17.6,5.72,30.17,SIMULATED_ASSAY,SIMULATED
SIM_T32_AMB_BH02_008,T32,AMBIGUOUS_DRILLING_RESULT,SIM_T32_AMB_BH02,32.5,62.2,drill core (simulated),0.35,4.43,46.93,SIMULATED_ASSAY,SIMULATED
SIM_T32_AMB_BH03_009,T32,AMBIGUOUS_DRILLING_RESULT,SIM_T32_AMB_BH03,0.0,2.25,drill core (simulated),0.27,1.7,65.35,SIMULATED_ASSAY,SIMULATED
SIM_T32_AMB_BH03_010,T32,AMBIGUOUS_DRILLING_RESULT,SIM_T32_AMB_BH03,2.25,47.64,drill core (simulated),0.79,0.5,46.7,SIMULATED_ASSAY,SIMULATED
SIM_T32_AMB_BH03_011,T32,AMBIGUOUS_DRILLING_RESULT,SIM_T32_AMB_BH03,47.64,48.42,drill core (simulated),9.35,5.9,37.52,SIMULATED_ASSAY,SIMULATED
SIM_T32_AMB_BH03_012,T32,AMBIGUOUS_DRILLING_RESULT,SIM_T32_AMB_BH03,48.42,65.9,drill core (simulated),0.54,4.38,51.35,SIMULATED_ASSAY,SIMULATED
SIM_T33_SS01,T33,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),12.07,3.96,49.38,SIMULATED_SCREENING,SIMULATED
SIM_T33_SS02,T33,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),21.85,4.84,41.93,SIMULATED_SCREENING,SIMULATED
SIM_T33_SS03,T33,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),20.74,7.57,46.32,SIMULATED_SCREENING,SIMULATED
SIM_T33_SS04,T33,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),23.1,6.24,41.41,SIMULATED_SCREENING,SIMULATED
SIM_T33_SS05,T33,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),15.14,3.46,48.58,SIMULATED_SCREENING,SIMULATED
SIM_T33_SS06,T33,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),12.05,4.52,48.57,SIMULATED_SCREENING,SIMULATED
SIM_T33_SS07,T33,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),13.57,5.64,50.03,SIMULATED_SCREENING,SIMULATED
SIM_T33_SS08,T33,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),7.81,4.1,48.45,SIMULATED_SCREENING,SIMULATED
SIM_T33_POS_BH01_001,T33,POSITIVE_DRILLING_INTERSECTION,SIM_T33_POS_BH01,0.0,2.97,drill core (simulated),0.55,1.37,56.66,SIMULATED_ASSAY,SIMULATED
SIM_T33_POS_BH01_002,T33,POSITIVE_DRILLING_INTERSECTION,SIM_T33_POS_BH01,2.97,33.79,drill core (simulated),0.34,7.63,55.54,SIMULATED_ASSAY,SIMULATED
SIM_T33_POS_BH01_003,T33,POSITIVE_DRILLING_INTERSECTION,SIM_T33_POS_BH01,33.79,35.4,drill core (simulated),25.74,4.64,24.05,SIMULATED_ASSAY,SIMULATED
SIM_T33_POS_BH01_004,T33,POSITIVE_DRILLING_INTERSECTION,SIM_T33_POS_BH01,35.4,37.5,drill core (simulated),0.31,3.95,66.87,SIMULATED_ASSAY,SIMULATED
SIM_T33_POS_BH01_005,T33,POSITIVE_DRILLING_INTERSECTION,SIM_T33_POS_BH01,37.5,39.35,drill core (simulated),27.4,7.96,22.29,SIMULATED_ASSAY,SIMULATED
SIM_T33_POS_BH01_006,T33,POSITIVE_DRILLING_INTERSECTION,SIM_T33_POS_BH01,39.35,88.9,drill core (simulated),0.7,3.04,49.62,SIMULATED_ASSAY,SIMULATED
SIM_T33_POS_BH02_007,T33,POSITIVE_DRILLING_INTERSECTION,SIM_T33_POS_BH02,0.0,2.87,drill core (simulated),0.26,6.62,52.14,SIMULATED_ASSAY,SIMULATED
SIM_T33_POS_BH02_008,T33,POSITIVE_DRILLING_INTERSECTION,SIM_T33_POS_BH02,2.87,33.29,drill core (simulated),0.32,4.1,61.37,SIMULATED_ASSAY,SIMULATED
SIM_T33_POS_BH02_009,T33,POSITIVE_DRILLING_INTERSECTION,SIM_T33_POS_BH02,33.29,34.98,drill core (simulated),32.7,6.66,17.13,SIMULATED_ASSAY,SIMULATED
SIM_T33_POS_BH02_010,T33,POSITIVE_DRILLING_INTERSECTION,SIM_T33_POS_BH02,34.98,43.86,drill core (simulated),0.12,5.93,63.13,SIMULATED_ASSAY,SIMULATED
SIM_T33_POS_BH02_011,T33,POSITIVE_DRILLING_INTERSECTION,SIM_T33_POS_BH02,43.86,45.77,drill core (simulated),24.61,4.97,24.59,SIMULATED_ASSAY,SIMULATED
SIM_T33_POS_BH02_012,T33,POSITIVE_DRILLING_INTERSECTION,SIM_T33_POS_BH02,45.77,70.5,drill core (simulated),0.41,5.47,57.92,SIMULATED_ASSAY,SIMULATED
SIM_T33_POS_BH03_013,T33,POSITIVE_DRILLING_INTERSECTION,SIM_T33_POS_BH03,0.0,2.9,drill core (simulated),0.45,4.19,65.38,SIMULATED_ASSAY,SIMULATED
SIM_T33_POS_BH03_014,T33,POSITIVE_DRILLING_INTERSECTION,SIM_T33_POS_BH03,2.9,23.13,drill core (simulated),0.37,3.34,57.45,SIMULATED_ASSAY,SIMULATED
SIM_T33_POS_BH03_015,T33,POSITIVE_DRILLING_INTERSECTION,SIM_T33_POS_BH03,23.13,24.68,drill core (simulated),43.31,5.9,9.19,SIMULATED_ASSAY,SIMULATED
SIM_T33_POS_BH03_016,T33,POSITIVE_DRILLING_INTERSECTION,SIM_T33_POS_BH03,24.68,27.59,drill core (simulated),0.48,4.72,56.86,SIMULATED_ASSAY,SIMULATED
SIM_T33_POS_BH03_017,T33,POSITIVE_DRILLING_INTERSECTION,SIM_T33_POS_BH03,27.59,29.56,drill core (simulated),29.79,9.23,20.34,SIMULATED_ASSAY,SIMULATED
SIM_T33_POS_BH03_018,T33,POSITIVE_DRILLING_INTERSECTION,SIM_T33_POS_BH03,29.56,64.3,drill core (simulated),0.36,4.47,55.99,SIMULATED_ASSAY,SIMULATED
SIM_T33_NEG_BH01_001,T33,NEGATIVE_DRILLING_RESULT,SIM_T33_NEG_BH01,0.0,2.94,drill core (simulated),0.26,4.78,63.82,SIMULATED_ASSAY,SIMULATED
SIM_T33_NEG_BH01_002,T33,NEGATIVE_DRILLING_RESULT,SIM_T33_NEG_BH01,2.94,60.1,drill core (simulated),0.19,3.11,63.16,SIMULATED_ASSAY,SIMULATED
SIM_T33_NEG_BH02_003,T33,NEGATIVE_DRILLING_RESULT,SIM_T33_NEG_BH02,0.0,2.03,drill core (simulated),0.27,3.45,61.89,SIMULATED_ASSAY,SIMULATED
SIM_T33_NEG_BH02_004,T33,NEGATIVE_DRILLING_RESULT,SIM_T33_NEG_BH02,2.03,63.9,drill core (simulated),0.53,6.49,58.1,SIMULATED_ASSAY,SIMULATED
SIM_T33_NEG_BH03_005,T33,NEGATIVE_DRILLING_RESULT,SIM_T33_NEG_BH03,0.0,2.33,drill core (simulated),0.34,5.42,70.73,SIMULATED_ASSAY,SIMULATED
SIM_T33_NEG_BH03_006,T33,NEGATIVE_DRILLING_RESULT,SIM_T33_NEG_BH03,2.33,85.5,drill core (simulated),0.55,3.03,50.88,SIMULATED_ASSAY,SIMULATED
SIM_T33_AMB_BH01_001,T33,AMBIGUOUS_DRILLING_RESULT,SIM_T33_AMB_BH01,0.0,2.87,drill core (simulated),0.55,8.18,65.47,SIMULATED_ASSAY,SIMULATED
SIM_T33_AMB_BH01_002,T33,AMBIGUOUS_DRILLING_RESULT,SIM_T33_AMB_BH01,2.87,15.58,drill core (simulated),0.17,5.26,53.55,SIMULATED_ASSAY,SIMULATED
SIM_T33_AMB_BH01_003,T33,AMBIGUOUS_DRILLING_RESULT,SIM_T33_AMB_BH01,15.58,16.35,drill core (simulated),16.95,7.54,31.35,SIMULATED_ASSAY,SIMULATED
SIM_T33_AMB_BH01_004,T33,AMBIGUOUS_DRILLING_RESULT,SIM_T33_AMB_BH01,16.35,50.1,drill core (simulated),0.22,4.46,51.85,SIMULATED_ASSAY,SIMULATED
SIM_T33_AMB_BH02_005,T33,AMBIGUOUS_DRILLING_RESULT,SIM_T33_AMB_BH02,0.0,2.65,drill core (simulated),0.56,3.78,61.11,SIMULATED_ASSAY,SIMULATED
SIM_T33_AMB_BH02_006,T33,AMBIGUOUS_DRILLING_RESULT,SIM_T33_AMB_BH02,2.65,24.53,drill core (simulated),0.57,5.09,63.11,SIMULATED_ASSAY,SIMULATED
SIM_T33_AMB_BH02_007,T33,AMBIGUOUS_DRILLING_RESULT,SIM_T33_AMB_BH02,24.53,24.93,drill core (simulated),23.75,3.79,25.32,SIMULATED_ASSAY,SIMULATED
SIM_T33_AMB_BH02_008,T33,AMBIGUOUS_DRILLING_RESULT,SIM_T33_AMB_BH02,24.93,94.1,drill core (simulated),0.28,5.93,49.7,SIMULATED_ASSAY,SIMULATED
SIM_T33_AMB_BH03_009,T33,AMBIGUOUS_DRILLING_RESULT,SIM_T33_AMB_BH03,0.0,2.94,drill core (simulated),0.32,4.22,64.49,SIMULATED_ASSAY,SIMULATED
SIM_T33_AMB_BH03_010,T33,AMBIGUOUS_DRILLING_RESULT,SIM_T33_AMB_BH03,2.94,20.14,drill core (simulated),0.28,2.88,61.45,SIMULATED_ASSAY,SIMULATED
SIM_T33_AMB_BH03_011,T33,AMBIGUOUS_DRILLING_RESULT,SIM_T33_AMB_BH03,20.14,20.95,drill core (simulated),10.49,6.89,35.91,SIMULATED_ASSAY,SIMULATED
